acousticness,danceability,energy,speechiness,valence,BPM,song_title,artists,artists_url,date_added,album_cover,popularity,url,date_added_year
0.162,0.423,0.479,0.0309,0.11,155.823,Fool,Yoga Lin,1GPoTgvXd5OqZMF1akOsV2,2018-06-16,https://i.scdn.co/image/ab67616d0000b273d3c7c40821746cae0a7581d8,43,6laY1WvE6elgqPw7WwN1aY,2018
0.0423,0.592,0.961,0.096,0.508,109.826,Forever Young,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2018-06-15,https://i.scdn.co/image/ab67616d0000b2733f6e15b13168587cfc120e52,1,2naEVOadudtXHwtZNfjMDM,2018
0.0997,0.571,0.937,0.0336,0.512,125.027,Your Love,"David Guetta,Showtek","1Cs0zKBU1kc0i8ypK3B9ai,3gk0OYeLFWYupGFRHqLSR7",2018-06-15,https://i.scdn.co/image/ab67616d0000b2737b91491e4093aa2a6459f424,65,0tgbSxoFjZ20MjfoKwWevV,2018
0.0313,0.671,0.859,0.0833,0.39,139.931,DDU-DU DDU-DU,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2018-06-15,https://i.scdn.co/image/ab67616d0000b2733f6e15b13168587cfc120e52,2,7b8YOVV5quZcSKEijDgyWB,2018
0.569,0.62,0.574,0.0479,0.357,100.023,1-800-273-8255,"Logic,Alessia Cara,Khalid","4xRYI6VqpkE3UwrDrAZL8L,2wUjUUtkb5lvLKcGKsKqsR,6LuN9FCkKOj5PcnpouEgny",2018-06-15,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,81,5tz69p7tJuGPeMGwNTxYuV,2018
0.014,0.662,0.884,0.0599,0.484,128.029,Carry Me Home (feat. Jake Reese),"KSHMR,Jake Reese","2wX6xSig4Rig5kZU6ePlWe,0eBOZ74PcpQb3SisNPgaRQ",2018-06-15,https://i.scdn.co/image/ab67616d0000b273d6002ff0f08cf279cee7a2ef,58,2M1mqcNUBIAfRoD2Puhejf,2018
0.584,0.506,0.693,0.0412,0.221,139.912,Ocean (feat. Khalid),"Martin Garrix,Khalid","60d24wfXkVzDSfLS6hyCjZ,6LuN9FCkKOj5PcnpouEgny",2018-06-15,https://i.scdn.co/image/ab67616d0000b273b800b91af812df0ce0dd2883,72,3nc420PXjTdBV5TN0gCFkS,2018
0.00016,0.605,0.964,0.033,0.078,127.93,Mayhem,"Steve Aoki,Quintino","77AiFEVeAVj2ORpC85QVJs,1V3VTM7VspiQjcmRhC010n",2018-06-13,https://i.scdn.co/image/ab67616d0000b273ef8d2317870d1c0bd213bac2,0,15tPd1IdPIwBhMn7UByEdV,2018
0.00464,0.652,0.969,0.105,0.185,128.012,Anthem (feat. Kris Kiss),"Hardwell,Steve Aoki,Kris Kiss","6BrvowZBreEkXzJQMpL174,77AiFEVeAVj2ORpC85QVJs,3Hzok9apHnCGDDkGltQcMg",2018-06-13,https://i.scdn.co/image/ab67616d0000b27306cfd93611c86fd0acd9e439,0,75iGW6GTfBU7j6ldQNAvu4,2018
0.494,0.493,0.295,0.0251,0.301,86.982,你不知道的事,Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,2018-06-09,https://i.scdn.co/image/ab67616d0000b2738c80aff55abd4128320d86a0,0,6KAw9NEvkVlIhg5T0G97M8,2018
0.617,0.486,0.424,0.0262,0.286,79.989,可惜沒如果,JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,2018-06-09,https://i.scdn.co/image/ab67616d0000b273a5f5d2df443e110d9e1f2212,61,6WoQzK5Exbfcmow1AoNRkl,2018
0.0208,0.681,0.864,0.116,0.479,90.008,Ignite,"Alan Walker,Julie Bergan,K-391,SEUNGRI","7vk5e3vY1uw9plTHJAMwjN,2Tg0aF5cbZktYFzgR1iAKv,6pWcSL9wSJZQ9ne0TnhdWr,20j1uz7iDOtIvIzCr5S8nx",2018-06-09,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf,74,1jLsirPDkUS2g4gnkYua58,2018
0.158,0.59,0.919,0.146,0.133,126.926,One Kiss - R3HAB Remix,"Calvin Harris,Dua Lipa,R3HAB","7CajNmpbOovFoOoasH2HaY,6M2wZ9GZgrQXHCFfjv46we,6cEuCEZu7PAE9ZSzLLc2oQ",2018-06-08,https://i.scdn.co/image/ab67616d0000b273769f8745a9411f164150a267,0,7cOiJFL8IiZVAPBZtNW5a8,2018
0.0945,0.601,0.724,0.0486,0.508,102.061,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2018-06-07,https://i.scdn.co/image/ab67616d0000b27330885dcb2b5f38512fbcbc59,77,4hQ6UGyWQIGJmHSo0J88JW,2018
0.0067,0.607,0.717,0.0634,0.376,125.956,Chasing Fire - Robin Schulz Remix,"Lauv,Robin Schulz","5JZ7CnR6gTvEMKX4g70Amv,3t5xRXzsuZmMDkQzgOX35S",2018-06-07,https://i.scdn.co/image/ab67616d0000b27374acbe8fcbd5651d3ed74422,0,3gDEo3OPNyAs1jMwSebE24,2018
0.00681,0.643,0.732,0.0294,0.181,102.979,False Alarm,"Matoma,Becky Hill","4YXycRbyyAE0wozTk7QMEq,4EPJlUEBy49EX1wuFOvtjK",2018-06-06,https://i.scdn.co/image/ab67616d0000b273f2d2c1e329f602aef36835c7,46,5jJnlACnwFvyqNXmUZu8Nd,2018
0.151,0.362,0.781,0.0741,0.354,173.688,TALK ME DOWN,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,2018-06-06,https://i.scdn.co/image/ab67616d0000b2731a104e8630a97b573201f655,56,0nRuVPZx2iA3KWR4xSzryl,2018
0.00212,0.605,0.849,0.043,0.599,89.993,Strange Love,Halsey,26VFTg2z8YR0cCuwLzESi2,2018-06-05,https://i.scdn.co/image/ab67616d0000b27374fefed78db6d6cf4d963fdc,57,6zQq3TrWnilO8SR1fgvTeD,2018
0.16,0.514,0.54,0.189,0.27,168.065,Strawberries & Cigarettes,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,2018-06-05,https://i.scdn.co/image/ab67616d0000b273a90756e0bbaaacf13f176499,0,2z7UKVsBdbA7HFPunDKDP4,2018
0.0352,0.777,0.896,0.0619,0.843,111.987,Black Magic,Little Mix,3e7awlrlDSwF3iM0WBjGMp,2018-06-05,https://i.scdn.co/image/ab67616d0000b2734e977ec3406c06c9401642d5,3,5y6pj7OeBFF0CVgZKhRbOG,2018
0.0128,0.535,0.648,0.0843,0.361,120.234,Lonely Together - (feat. Rita Ora) Dj Licious Remix,"Avicii,Rita Ora,DJ Licious","1vCWHaC5f2uS3yhpwWbIA6,5CCwRZC6euC8Odo6y9X8jr,30SUNrTLW7OZeDALH3sWzH",2018-06-04,https://i.scdn.co/image/ab67616d0000b2735f0dbafc752c9d8944cc5780,0,32QmCI4Jzoval16dTU0RRP,2018
0.222,0.669,0.844,0.122,0.266,127.067,Scared To Be Lonely - DubVision Remix,"Martin Garrix,Dua Lipa,DubVision","60d24wfXkVzDSfLS6hyCjZ,6M2wZ9GZgrQXHCFfjv46we,3XINWZaloea97SIRiyTJxX",2018-06-03,https://i.scdn.co/image/ab67616d0000b273eeb32137a5b2256bbe7493a7,44,5pOCxpmhVPYmJqny2LWsDT,2018
0.21,0.445,0.476,0.0268,0.17,75.208,軌跡,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-28,https://i.scdn.co/image/ab67616d0000b2737290e67979e9ecdc9ba1ee32,53,2PHJSiIQQgVAuHqSxEp6F9,2018
0.617,0.461,0.584,0.0273,0.169,130.927,藉口,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-28,https://i.scdn.co/image/ab67616d0000b273577da96e70c12ecbebea9614,54,7yWCMzvmYCtZLeapgm1DcD,2018
0.843,0.52,0.459,0.0295,0.187,170.154,回到過去,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-28,https://i.scdn.co/image/ab67616d0000b273232dc81fb2366f36301792eb,54,7aGklaoRXNcuufJQGsly0X,2018
0.598,0.578,0.525,0.0273,0.362,139.95,開不了口,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-28,https://i.scdn.co/image/ab67616d0000b2736cab39b08da7c20656127154,55,0JB2nnrP35zVYnQcYpAnCb,2018
0.192,0.59,0.572,0.0379,0.448,179.989,告白氣球,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-28,https://i.scdn.co/image/ab67616d0000b273fb0610caa5ce0747743fb52e,64,1ivCIgrYZyE0BvItL4Z8lk,2018
0.0685,0.757,0.987,0.176,0.559,150.037,Deep Down Low - Cesqeaux & Yellow Claw Remix,"Valentino Khan,Cesqeaux,Yellow Claw","0deIjoDjl9g9Zpw0sCIOHh,1EAFXic0Cfiwpe7nSuTrGL,47z7ZrgFoBvVpCnElCE3Zh",2018-05-27,https://i.scdn.co/image/ab67616d0000b273269bb4c46b6b2b00499cdcad,26,5fYGXGauh8eC1BK7TwM7e0,2018
0.0757,0.64,0.896,0.0778,0.213,127.858,What You Do,"R3HAB,Skytech","6cEuCEZu7PAE9ZSzLLc2oQ,4CrDEHL7ysNabeYvL3xjUX",2018-05-27,https://i.scdn.co/image/ab67616d0000b2731a0ba0c390df5ff8b823cc5e,40,1X605B9VFFY5UVLuC13vmy,2018
0.0181,0.659,0.941,0.111,0.374,128.033,Keep It Low,"Afrojack,Mightyfools","4D75GcNG95ebPtNvoNVXhz,5XJWi5Ev0zwaRiXnN8Oo5O",2018-05-23,https://i.scdn.co/image/ab67616d0000b2733b6b150cba35d250d9031490,38,6xgGAUsVfIPHx0WbJWeCkD,2018
0.00365,0.725,0.877,0.0451,0.411,127.992,No Heroes (feat. Luciana),"Firebeatz,KSHMR,Luciana","53YSn9tHwGJ6bq5P0gGoYo,2wX6xSig4Rig5kZU6ePlWe,4ugGMtXC28CVR5hlYJy9wV",2018-05-21,https://i.scdn.co/image/ab67616d0000b27337e194e14819a9822e6c8354,54,3m4vB0q02q4xvBenENEkLw,2018
0.00495,0.511,0.971,0.236,0.56,140.048,SHIVA (Sunburn 2017 Anthem) [feat. The Golden Army],"KSHMR,Marnik,The Golden Army","2wX6xSig4Rig5kZU6ePlWe,6S3KljEiIOWoLMUyZrkQUc,0WirkzcH4M2ciZUIrsbjzE",2018-05-21,https://i.scdn.co/image/ab67616d0000b273e5f7e4b4fd75a328039882b4,49,2OmTzSUtti3Z1WjiiEnF26,2018
0.0211,0.448,0.856,0.0537,0.511,127.977,Strong,"R3HAB,KSHMR","6cEuCEZu7PAE9ZSzLLc2oQ,2wX6xSig4Rig5kZU6ePlWe",2018-05-21,https://i.scdn.co/image/ab67616d0000b273be1009fdda47b721bcfcfc4b,51,5cImOblhS97lw6MvbPupUu,2018
0.00569,0.851,0.462,0.163,0.185,128.032,Toca (feat. Timmy Trumpet & KSHMR),"Carnage,Timmy Trumpet,KSHMR","7CCjtD0hCK005Bvg2WG1a7,0CbeG1224FS58EUx4tPevZ,2wX6xSig4Rig5kZU6ePlWe",2018-05-21,https://i.scdn.co/image/ab67616d0000b273ff95d6da36363251247978a4,41,1qm9MfTAoEixNPSqshHqfV,2018
0.109,0.61,0.809,0.0672,0.208,127.994,Islands,"R3HAB,KSHMR","6cEuCEZu7PAE9ZSzLLc2oQ,2wX6xSig4Rig5kZU6ePlWe",2018-05-21,https://i.scdn.co/image/ab67616d0000b2736fe1e48ce2629e549ba62492,46,5CnMVKkogpdfKsXEerqZTe,2018
0.061,0.667,0.799,0.0728,0.475,139.988,LA LA LAND,"DVBBS,Shaun Frank,Delaney Jane","5X4LWwbUFNzPkEas04uU82,0BBwlSQvHHtahgYpLj1wJE,3fuxStOqQv8TiytHeuGiE8",2018-05-21,https://i.scdn.co/image/ab67616d0000b273986027c0489be2572d0814dc,0,0lQhmX2ndXzm4cpMGMYMqT,2018
0.00711,0.506,0.805,0.0469,0.383,126.008,Runaway (U & I),Galantis,4sTQVOfp9vEMCemLw50sbu,2018-05-21,https://i.scdn.co/image/ab67616d0000b2732b517912fd69652ff10d8e11,78,46lFttIf5hnUZMGvjK0Wxo,2018
0.0305,0.503,0.748,0.0619,0.356,125.896,Heroes (we could be),"Alesso,Tove Lo","4AVFqumd2ogHFlRbKIjp1t,4NHQUGzhtTLFvgF5SZesLK",2018-05-21,https://i.scdn.co/image/ab67616d0000b273b804bbd11f864902d452b3a7,75,3zU9rdflI65tK4dkkNSp77,2018
0.052,0.544,0.811,0.0515,0.188,129.011,Aftershock (feat. Jacquie),"Cash Cash,Jacquie","1LOB7jTeEV14pHai6EXSzF,0SuQEAJ7EMAipBdrAYO4XS",2018-05-21,https://i.scdn.co/image/ab67616d0000b27389ff73217e7634eb548f845d,31,4ZfrNsBOo1cdl9rJMTZ2TN,2018
0.00181,0.671,0.88,0.0552,0.782,136.953,Better Off Alone,Alice Deejay,2tbvDi9eXf9XXp06LupkED,2018-05-21,https://i.scdn.co/image/ab67616d0000b27318313757738929cd5486f17c,76,0pMUR7Uvp6vxlbG0qBFvgM,2018
0.495,0.784,0.757,0.0384,0.587,104.996,A Different Way (with Lauv),"DJ Snake,Lauv","540vIaP2JwjQb9dm3aArA4,5JZ7CnR6gTvEMKX4g70Amv",2018-05-21,https://i.scdn.co/image/ab67616d0000b273e20f77b7164a7f7ae5e0f8fb,68,1YMBg7rOjxzbya0fPOYfNX,2018
0.0012,0.677,0.811,0.043,0.185,128.004,Secrets - Radio Edit,"Tiësto,KSHMR,VASSY","2o5jDhtHVPhrJdv3cEQ99Z,2wX6xSig4Rig5kZU6ePlWe,7HqEmV7FeCi16bQyHMpIrF",2018-05-21,https://i.scdn.co/image/ab67616d0000b273370074ce24e61526daf0c25f,64,69zxj1EFDfAouZu9JDmQld,2018
0.0359,0.519,0.731,0.0504,0.301,128.066,Memories (feat. Sirah) - Radio Edit,"KSHMR,Bassjackers,Sirah","2wX6xSig4Rig5kZU6ePlWe,6xQvQwZQQuq9R3TdPNbcR8,3oAazIwC0nAYkOKVQPUC38",2018-05-21,https://i.scdn.co/image/ab67616d0000b2730aa6eb9085d95bf576f9915d,55,5drBLK41GUnnWt32JPlexx,2018
0.0176,0.637,0.602,0.0346,0.291,122.019,Dancing On My Own - Tiësto Remix,"Calum Scott,Tiësto","6ydoSd3N2mwgwBHtF6K7eX,2o5jDhtHVPhrJdv3cEQ99Z",2018-05-21,https://i.scdn.co/image/ab67616d0000b273f2d671c22b70e01b78a618a8,66,2EHVjRFRSsXQaHAsys74Us,2018
0.0308,0.518,0.724,0.0839,0.334,121.884,Carry You Home,"Tiësto,Stargate,Aloe Blacc","2o5jDhtHVPhrJdv3cEQ99Z,7KUri7klyLaIFXLcuuOMCd,0id62QV2SZZfvBn9xpmuCl",2018-05-21,https://i.scdn.co/image/ab67616d0000b2739f73d166934236f0aeb5b69a,0,7pstxLUhvsJC3M4TxHe2aI,2018
0.0344,0.529,0.955,0.0794,0.0893,125.988,Chemicals,"Tiësto,Don Diablo,Thomas Troelsen","2o5jDhtHVPhrJdv3cEQ99Z,1l2ekx5skC4gJH8djERwh1,66dO8EHFd4ZfjxdQC4VdAS",2018-05-21,https://i.scdn.co/image/ab67616d0000b2737bb37607ef9104434ce54a52,0,0qqwzVWiVmIRynDh1nTGCG,2018
0.0732,0.509,0.729,0.0343,0.196,127.871,Together,"Martin Garrix,Matisse & Sadko","60d24wfXkVzDSfLS6hyCjZ,2QMCcKIPHnjQaPPgoEst88",2018-05-21,https://i.scdn.co/image/ab67616d0000b2731d57180e44b98c9d26527c0e,57,6nLctpnQJiPTxkaSgbPKiw,2018
0.000326,0.329,0.899,0.141,0.642,189.85,Zenzenzense - movie ver.,RADWIMPS,1EowJ1WwkMzkCkRomFhui7,2018-05-18,https://i.scdn.co/image/ab67616d0000b273c2b0e24a42cb61205346278e,0,3GWLHHrkSr38WNcwJKlqwm,2018
0.728,0.423,0.36,0.0372,0.291,130.576,以後別做朋友,Eric Chou,5fEQLwq1BWWQNR8GzhOIvi,2018-05-18,https://i.scdn.co/image/ab67616d0000b273a16281143369ad78589a9747,62,7zyYmIdjqqiX6kLryb7QBx,2018
0.00868,0.565,0.849,0.0517,0.427,102.034,Hymn for the Weekend - Seeb Remix,"Coldplay,Seeb","4gzpq5DPGxSnKTe4SA8HAU,5iNrZmtVMtYev5M9yoWpEq",2018-05-16,https://i.scdn.co/image/ab67616d0000b273ac08ece7ad90165ac7d532c4,70,6s3GEN8wK0OMzzzZbXj0fu,2018
0.000282,0.908,0.621,0.102,0.421,150.011,HUMBLE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2018-05-16,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,87,7KXjTSCq5nL1LoYtL7XAwS,2018
0.0161,0.71,0.789,0.0722,0.717,142.929,Mine,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,2018-05-16,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,79,7uzmGiiJyRfuViKKK3lVmR,2018
0.00397,0.79,0.779,0.0416,0.228,150.115,Made In China,"Higher Brothers,DJ Snake","07ZhipyrvoyNoJejeyM0PQ,540vIaP2JwjQb9dm3aArA4",2018-05-16,https://i.scdn.co/image/ab67616d0000b273ff9473857030e801a4f49f4b,48,1qowUCis8gYY9KOMuy8fCi,2018
0.382,0.483,0.576,0.028,0.49,142.132,七里香,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-15,https://i.scdn.co/image/ab67616d0000b273577da96e70c12ecbebea9614,60,3kwqNLXvsjSrIXbVsRBj8q,2018
0.0133,0.456,0.617,0.0273,0.3,133.917,一路向北,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2018-05-15,https://i.scdn.co/image/ab67616d0000b27352667a927da106f60947413a,61,31RIphTQ9y4zStkH5xRWgW,2018
0.64,0.681,0.372,0.0432,0.476,91.873,Too Good At Goodbyes,Sam Smith,2wY79sveU1sp5g7SokKOiI,2018-05-14,https://i.scdn.co/image/ab67616d0000b273f3ea7140c4a8ba597d0b276b,77,3VlbOrM6nYPprVvzBZllE5,2018
0.0709,0.561,0.8,0.0324,0.399,96.989,Inside the Lines (feat. Casso),"Mike Perry,Casso","6lB8vOoI4DRrrVxXwuV19c,3glG6M6Sm7Zgvms4dFZKbN",2018-05-13,https://i.scdn.co/image/ab67616d0000b27350440c31b70f8dc2473a34bc,47,3qaYuV5XZAwiOvGE91HhwS,2018
0.33,0.714,0.707,0.102,0.824,95.227,You don't know,Loco,2e4G04F77jxVuDYo44TCSm,2018-05-11,https://i.scdn.co/image/ab67616d0000b273c758c4a5d8bf4ec85732778d,39,0sAOiAiIlq3NU7xzM7oaf7,2018
0.188,0.651,0.749,0.0412,0.93,150.019,Drive (feat. Gray),"Jay Park,GRAY","4XDi67ZENZcbfKnvMnTYsI,3kPEBSt7qgVoRZSbIXMr7W",2018-05-11,https://i.scdn.co/image/ab67616d0000b2736a28bb33c899239e43a26e42,0,0k6ItoyE50QuW50nGYLO2v,2018
0.0391,0.551,0.833,0.03,0.145,129.885,This Is What It Feels Like,"Armin van Buuren,Trevor Guthrie","0SfsnGyD8FpIN4U4WCkBZ5,6NXk2pLFocS2OkNdT7ncBt",2018-05-11,https://i.scdn.co/image/ab67616d0000b273a7354aa08bc3e76f416f194e,69,5GjnIpUlLGEIYk052ISOw9,2018
0.00664,0.635,0.9,0.0377,0.15,127.978,Like I Do,"David Guetta,Martin Garrix,Brooks","1Cs0zKBU1kc0i8ypK3B9ai,60d24wfXkVzDSfLS6hyCjZ,4mHAu7NX2UNsnGXjviBD9e",2018-05-11,https://i.scdn.co/image/ab67616d0000b273734eb0ed1bd80aeed903f30b,69,6RnkFd8Fqqgk1Uni8RgqCQ,2018
0.771,0.426,0.408,0.0524,0.528,76.309,Paris in the Rain,Lauv,5JZ7CnR6gTvEMKX4g70Amv,2018-05-11,https://i.scdn.co/image/ab67616d0000b2730ed1b0fa8b0270aa12c0d3c0,0,0RGUIOZtmOXTWOy5EjvQbP,2018
0.0565,0.743,0.64,0.0875,0.753,102.024,"Solo [From ""Unpretty Rapstar 2 Track 4""] - Remix","YEZI,Jay Park,Loco","6LPOT9C3gvGQHxlZtMLHHg,4XDi67ZENZcbfKnvMnTYsI,2e4G04F77jxVuDYo44TCSm",2018-05-11,https://i.scdn.co/image/ab67616d0000b273e64cecd315d62c597d74e0bf,33,10wGwVTXBKw7TBLJQiED34,2018
0.12,0.662,0.716,0.118,0.727,102.1,Solo (feat. Hoody),"Jay Park,Hoody","4XDi67ZENZcbfKnvMnTYsI,7lXgbtBDcCRbfc5f8FhGUL",2018-05-11,https://i.scdn.co/image/ab67616d0000b2736a28bb33c899239e43a26e42,0,4Y6Voc2xpc4lPD5iKpN4o2,2018
0.000202,0.696,0.84,0.0433,0.177,130.026,Sky,"Alan Walker,Alex Skrindo","7vk5e3vY1uw9plTHJAMwjN,5LnNAR8Bhv2vJCJzBnCw9P",2018-05-11,https://i.scdn.co/image/ab67616d0000b2739aa5ada9979a92df7427e80a,60,5GDpODnukzZZIXXjPWOrDQ,2018
0.341,0.68,0.541,0.032,0.447,97.005,Dive With Me,"LVNDSCAPE,Cathrine Lassen","2QlwnS23KrBeshXFyK5U6M,5i09Vd9N18qRJl2RcXODOp",2018-05-11,https://i.scdn.co/image/ab67616d0000b273264b5a08cc417df5aa6acad0,0,1NldMriIXmMdChqZtHCGbW,2018
0.000744,0.649,0.99,0.112,0.208,127.964,How We Party,"R3HAB,VINAI","6cEuCEZu7PAE9ZSzLLc2oQ,4mrBetqy378Jf1y6NLszlx",2018-05-08,https://i.scdn.co/image/ab67616d0000b273e16d332a69b2cb87ed695f61,0,1RvvmMV9IFfIChCMvt6Rdq,2018
0.00205,0.643,0.997,0.0483,0.555,128.004,Burnin,"Calvin Harris,R3HAB","7CajNmpbOovFoOoasH2HaY,6cEuCEZu7PAE9ZSzLLc2oQ",2018-05-08,https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756,53,5lByoyTJti3jYo22bLQKOH,2018
0.0128,0.705,0.949,0.0454,0.274,128.014,Flashlight,"R3HAB,Deorro","6cEuCEZu7PAE9ZSzLLc2oQ,6VD4UEUPvtsemqD3mmTqCR",2018-05-08,https://i.scdn.co/image/ab67616d0000b2738022a8de13dd80763bca0798,55,4soJPaN3etpZC72tHZztw3,2018
0.0449,0.709,0.562,0.0724,0.386,125.965,Chasing Fire,Lauv,5JZ7CnR6gTvEMKX4g70Amv,2018-05-08,https://i.scdn.co/image/ab67616d0000b273484795cd955d7423df2ab692,0,1xy4apMFecGGkgBeaHFZ2M,2018
0.00067,0.582,0.929,0.034,0.0839,102.985,Sahara,"DJ Snake,Skrillex","540vIaP2JwjQb9dm3aArA4,5he5w2lnU9x7JFhnwcekXX",2018-05-08,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,51,5GokpIAufFJxKqkJgRtdKD,2018
0.0238,0.419,0.752,0.0805,0.129,125.846,Faded - Tiesto's Northern Lights Remix,"Alan Walker,Tiësto","7vk5e3vY1uw9plTHJAMwjN,2o5jDhtHVPhrJdv3cEQ99Z",2018-05-07,https://i.scdn.co/image/ab67616d0000b2730aacfea72fdb370310613aec,58,7MDobIiZKLbDDibHDA1fl8,2018
0.028,0.545,0.814,0.0409,0.696,104.93,FRIENDS - R3hab Remix,"Marshmello,Anne-Marie,R3HAB","64KEffDW9EtZ1y2vBYgq8T,1zNqDE7qDGCsyzJwohVaoX,6cEuCEZu7PAE9ZSzLLc2oQ",2018-05-06,https://i.scdn.co/image/ab67616d0000b2737160bee4867ee564b195d93e,60,18YRKiIZO4qDEc5Ik0Cry6,2018
0.303,0.658,0.678,0.058,0.662,97.976,All Falls Down (feat. Juliander),"Alan Walker,Noah Cyrus,Digital Farm Animals,Juliander","7vk5e3vY1uw9plTHJAMwjN,55fhWPvDiMpLnE4ZzNXZyW,5fyDppLDl1juIu1BcUT5zh,4gvkdged3Xw3ImXFm3jiay",2018-05-06,https://i.scdn.co/image/ab67616d0000b273206fdebc66bd04d9913f035d,69,5yFSF6qQA1rcLsQRnBsZgb,2018
0.171,0.753,0.657,0.0449,0.437,107.01,The Middle,"Zedd,Maren Morris,Grey","2qxJFvFYMEDqd7ui6kSAcq,6WY7D3jk8zTrHtmkqqo5GI,4lDBihdpMlOalxy1jkUbPl",2018-05-06,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,84,09IStsImFySgyp0pIQdqAc,2018
0.219,0.523,0.782,0.041,0.164,125.998,If I Lose Myself - Alesso vs OneRepublic,"OneRepublic,Alesso","5Pwc4xIPtQLFEnJriah9YJ,4AVFqumd2ogHFlRbKIjp1t",2018-05-06,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,60,1hZk9dktp4yRFTm0TrycuH,2018
0.435,0.526,0.52,0.0569,0.13,149.119,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix,David Guetta,Jamie Scott,Romy Dya","60d24wfXkVzDSfLS6hyCjZ,1Cs0zKBU1kc0i8ypK3B9ai,29QbBR0oTzA7A0kiOzrbbr,5gWzmnHTLNXz5CjOc0wAuK",2018-05-06,https://i.scdn.co/image/ab67616d0000b2732bfb97c135445f83927049ca,69,0OlnLZY4cmQzT6ZGttvWBM,2018
0.0404,0.567,0.644,0.0278,0.212,140.038,Put Me Back Together (feat. Kiiara),"Cheat Codes,Kiiara","7DMveApC7UnC2NPfPvlHSU,4u5smJBskI6Adzv08PuiUP",2018-05-06,https://i.scdn.co/image/ab67616d0000b273e2dce6f39917c5846eda4daa,47,2zLIP4R6Yt3afkyh7uhmar,2018
0.835,0.609,0.378,0.438,0.515,100.418,Love Yourself,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2018-05-06,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,86,50kpGaPAhYJ3sGmk6vplg0,2018
0.00649,0.612,0.868,0.0448,0.601,98.016,Want You Back,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2018-05-06,https://i.scdn.co/image/ab67616d0000b273b7857744a9095d9ec9c69784,46,7HB7Wj26nYVo8CquzM7yX3,2018
0.0336,0.553,0.687,0.034,0.278,156.0,Into You,"Matisse & Sadko,Hanne Mjøen","2QMCcKIPHnjQaPPgoEst88,2xDZ8qyyE2Ti4wL1Ob1T7V",2018-05-06,https://i.scdn.co/image/ab67616d0000b27353d6374e3edda261e9ba1d7b,55,2PhlrsYp7TSkK96ngbmL38,2018
0.0588,0.72,0.659,0.0403,0.567,105.955,Alien,"Sabrina Carpenter,Jonas Blue","74KM79TiuVKeVCqs8QtB0B,1HBjj22wzbscIZ9sEb5dyf",2018-05-06,https://i.scdn.co/image/ab67616d0000b273c573d0cec683a77243444dd0,60,0RUTnY2B3s05fZuCHsNaUP,2018
0.0572,0.739,0.619,0.162,0.58,112.961,No Promises (feat. Demi Lovato),"Cheat Codes,Demi Lovato","7DMveApC7UnC2NPfPvlHSU,6S2OmqARrzebs0tKUEyXyp",2018-05-05,https://i.scdn.co/image/ab67616d0000b273062bb63b7d23422bd4cc420e,65,5lNuqFVMca4vPupY10cH0J,2018
0.000385,0.651,0.95,0.0697,0.709,128.034,Karate,"R3HAB,KSHMR","6cEuCEZu7PAE9ZSzLLc2oQ,2wX6xSig4Rig5kZU6ePlWe",2018-05-05,https://i.scdn.co/image/ab67616d0000b27394ca43875cd5f2031c03087e,0,0BdAvd736NPBMWs6ayzQ3C,2018
